,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
161,161,1045,C,What do parents tell a child to do on the weekend?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'begin school', 'go out to play', 'row boat',
       'clean room'], dtype=object)}",study,begin school,go out to play,row boat,,"### What do parents tell a child to do on the weekend? (A) study (B) begin school (C) go out to play (D) row boat 
 ### ","1) study 
 ### 1) study 
 ### Which of these would be most likely to get a conversation with a parent? 
 ### 1) study 
 ### 1) study 
You're right, study is the correct answer. 
 ### Which of"
162,162,1196,D,John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pet shops', 'oklahoma', 'basement', 'bedroom', 'dreams'],
      dtype=object)}",pet shops,oklahoma,basement,bedroom,,"### John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be? (A) pet shops (B) oklahoma (C) basement (D) bedroom 
 ### ","
 ### (B) oklahoma 
 ### (B) oklahoma 

 ### (B) oklahoma 

 ### (B) oklahoma 

 ### ("
163,163,997,C,"Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meat loaf', 'bedroom', 'microwave', 'living room', 'floor'],
      dtype=object)}",meat loaf,bedroom,microwave,living room,,"### Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped? (A) meat loaf (B) bedroom (C) microwave (D) living room 
 ### ","1) meat loaf 
 ### 1) meat loaf 
 ### 1) meat loaf 
 ### 1) meat loaf 
Normally, c"
164,164,448,D,Where would a cat snuggle up with their human?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floor', 'humane society', 'bed', 'comfortable chair',
       'window sill'], dtype=object)}",floor,humane society,bed,comfortable chair,,"### Where would a cat snuggle up with their human? (A) floor (B) humane society (C) bed (D) comfortable chair 
 ### ","3) bed 
 ### 3) bed 
 ### 3) bed 
Normally, cats prefer to sleep in cozy, comfortable places like  (B) humane society 
 ### (C) bed 
 ### (C) bed 

 ### (C)"
165,165,1095,C,"She wanted to get in shape, but she couldn't stay focused on the hour long what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'excercise', 'work out', 'video', 'swim'], dtype=object)}",sweating,excercise,work out,video,,"### She wanted to get in shape, but she couldn't stay focused on the hour long what? (A) sweating (B) excercise (C) work out (D) video 
 ### ","7) TV show 
 ### (D) video 
 ### (D) video 
 ### (D) video 
 ### (D) video 
 ### (D) video 
 ### (D) video 
 ### (D) video"
166,166,517,B,"He kept plugging away in his cubicle, it seemed he was the only person not called into the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['building', 'conference', 'assessment', 'demonstration', 'garage'],
      dtype=object)}",building,conference,assessment,demonstration,,"### He kept plugging away in his cubicle, it seemed he was the only person not called into the what? (A) building (B) conference (C) assessment (D) demonstration 
 ### ","7) demonstration 
 ### (B) conference 
 ### (B) conference 
 ### (B) conference 
 ### (B) conference 

 ### Which of the following is true?  (A) a conference is a building ("
167,167,1022,A,What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airplane', 'scooter', 'motorboat', 'car', 'motor vehicle'],
      dtype=object)}",airplane,scooter,motorboat,car,,"### What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving? (A) airplane (B) scooter (C) motorboat (D) car 
 ### ","1) airplane 
 ### 1) airplane 
 ### 1) airplane 
In this case, the answer is 1) airplane 
 ### Which of these would be most likely to get bugs on"
168,168,92,D,"Anybody could be hired in the kitchen, what was needed of them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forget', 'oil squeaky hinge', 'question authority', 'wash dishes',
       'oik squeaky hinge'], dtype=object)}",forget,oil squeaky hinge,question authority,wash dishes,,"### Anybody could be hired in the kitchen, what was needed of them? (A) forget (B) oil squeaky hinge (C) question authority (D) wash dishes 
 ### ","4) wash dishes 
 ### 4) wash dishes 
 ### 4) wash dishes 
 ### 4) wash dishes 
 ### 4) wash dishes 
4. wash"
169,169,164,C,Where would someone purchase an upright piano?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music class', 'college', 'music store', 'music room',
       'music band'], dtype=object)}",music class,college,music store,music room,,"### Where would someone purchase an upright piano? (A) music class (B) college (C) music store (D) music room 
 ### ","3) music store 
 ### 3) music store 
 ### Which of the following would be a source of a musical instrument?  (A) a music class (B) a college (C) a music store (D) a music room 
 ### (C) a music store 
 ### ("
170,170,918,A,A town between two mountains is located in a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['valley', 'hospital', 'state', 'train station', 'michigan'],
      dtype=object)}",valley,hospital,state,train station,,"### A town between two mountains is located in a what? (A) valley (B) hospital (C) state (D) train station 
 ### ","1) valley 
 ### (A) valley 
 ### (A) valley 
 ### (A) valley 
 ### Which of these is a source of heat for a car engine?  (A) a tire (B) a mountain (C) a valve (D) a river 
 ###"
171,171,537,A,"The audience listened to the orchestra play, where were they watching the performance?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['concert hall', 'museum', 'school', 'hockey game',
       'sporting event'], dtype=object)}",concert hall,museum,school,hockey game,,"### The audience listened to the orchestra play, where were they watching the performance? (A) concert hall (B) museum (C) school (D) hockey game 
 ### ","1) concert hall 
 ### 1) concert hall 
 ### 1) concert hall 
I would like to know the answer to this question, can you please provide it? 
 ### (A) concert hall 
 ### (A) concert hall 
I would like"
172,172,914,D,"Before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['swimming pool', ""rich person's house"", 'country club',
       'fitness center', 'park'], dtype=object)}",swimming pool,rich person's house,country club,fitness center,,"### Before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what? (A) swimming pool (B) rich person's house (C) country club (D) fitness center 
 ### ","7) fitness center 
 ### (D) fitness center 
 ### (D) fitness center 
 ### (D) fitness center 
 ### which of the following is true? 
 ###"
173,173,326,A,What room would you find many bookcases and is used for contemplation?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'house', 'homw', 'kitchen', 'den'], dtype=object)}",study,house,homw,kitchen,,"### What room would you find many bookcases and is used for contemplation? (A) study (B) house (C) homw (D) kitchen 
 ### ","1) study 
 ### 1) study 
 ### Which of these would be considered a learned behavior?  (A) a dog sitting on command (B) a bird learning to fly (C) a human making a great first impression (D) a cat learning to play fetch 
"
174,174,838,B,"I was apprehensive to buy the expensive equipment to play a game with so much walking and swinging around in grass, but now I understand why people what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['care less', 'play golf', 'shake hands', 'believe in god',
       'trip over'], dtype=object)}",care less,play golf,shake hands,believe in god,,"### I was apprehensive to buy the expensive equipment to play a game with so much walking and swinging around in grass, but now I understand why people what? (A) care less (B) play golf (C) shake hands (D) believe in god 
 ### ","4) shake hands 
 ### 4) shake hands 
A) care less 
B) play golf 
C) shake hands 
D) believe in"
175,175,782,B,How is a child eager to be going to play likely to get there?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slowly', 'rush', 'being entertained', 'have fun', 'enjoyment'],
      dtype=object)}",slowly,rush,being entertained,have fun,,"### How is a child eager to be going to play likely to get there? (A) slowly (B) rush (C) being entertained (D) have fun 
 ### ","
 ### (B) rush 
 ### (B) rush 
Comments are closed for this question. 
 ### (B) rush 

 ### (B) rush 
Comments are closed for this question. 
 ### (B)"
176,176,233,B,If you jump in any of the oceans you will get?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tanned', 'wet', 'wide', 'very deep', 'fish'], dtype=object)}",tanned,wet,wide,very deep,,"### If you jump in any of the oceans you will get? (A) tanned (B) wet (C) wide (D) very deep 
 ### ","0) None of the options provided are correct 
 ### (B) wet 
 ### (B) wet 

 ### (B) wet 

 ### (B) wet 

 ### (B) wet 


 ### (B) wet 


 ### ("
177,177,750,A,Sean was leaving work and took the roadway that led to his what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['neighborhood', 'city', 'fate', 'countryside', 'maps'],
      dtype=object)}",neighborhood,city,fate,countryside,,"### Sean was leaving work and took the roadway that led to his what? (A) neighborhood (B) city (C) fate (D) countryside 
 ### ","1) neighborhood 
 ### 1) neighborhood 
 ### 1) neighborhood 
Normally, when we think of a road leading to a what, we think of a place where we live, work, or visit. In this case, Sean was heading home from work"
178,178,304,B,Where can you buy jeans at one of may indoor merchants?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gap', 'shopping mall', 'bedroom', 'laundromat', 'bathroom'],
      dtype=object)}",gap,shopping mall,bedroom,laundromat,,"### Where can you buy jeans at one of may indoor merchants? (A) gap (B) shopping mall (C) bedroom (D) laundromat 
 ### ","1) gap 
 ### 1) gap 
 ### 1) gap 
Normally, jeans are sold at a clothing store called the Gap. However, sometimes jeans are sold at other stores like Bed Bath & Beyond, which"
179,179,232,A,Where is a ferret unlikely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'outdoors', 'aquarium', 'north carolina',
       'great britain'], dtype=object)}",classroom,outdoors,aquarium,north carolina,,"### Where is a ferret unlikely to be? (A) classroom (B) outdoors (C) aquarium (D) north carolina 
 ### ","1) classroom 
 ### 1) classroom 
 ### 1) classroom 
* Which of these is a ferret likely to be?  (A) outdoors (B) classroom (C) aquarium (D) north carolina 
 ### ("
180,180,1056,C,Where in your home would you keep a ballpoint pen when not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backpack', 'bank', 'desk drawer', 'eat cake', 'office desk'],
      dtype=object)}",backpack,bank,desk drawer,eat cake,,"### Where in your home would you keep a ballpoint pen when not in use? (A) backpack (B) bank (C) desk drawer (D) eat cake 
 ### "," (C) desk drawer 
 ### (C) desk drawer 
 ### (C) desk drawer 
 ### (C) desk drawer 
 ### (C) desk drawer 
 ### Which of the following is a"
181,181,567,D,"A potato is kept in the cellar, where is likely to be stored?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""farmer's market"", 'grocery bag', 'pantry', 'bushel basket',
       'fridge'], dtype=object)}",farmer's market,grocery bag,pantry,bushel basket,,"### A potato is kept in the cellar, where is likely to be stored? (A) farmer's market (B) grocery bag (C) pantry (D) bushel basket 
 ### ","7) bushel basket 
 ### (D) bushel basket 
 ### (D) bushel basket 
 ### (D) bushel basket 
I'm not sure how to answer this question, as it is incomplete and la"
182,182,811,D,What do the feathers look like on birds found in the rainforest?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pretty smart', 'singing', 'dark', 'very colorful', 'light'],
      dtype=object)}",pretty smart,singing,dark,very colorful,,"### What do the feathers look like on birds found in the rainforest? (A) pretty smart (B) singing (C) dark (D) very colorful 
 ### ","3) dark 
 ### 3) dark 
 ### 3) dark 
A) pretty smart 
 ### A) pretty smart 
 ### A) pretty smart 
A) pretty smart 
 ### A) pretty smart 
 ### A) pretty smart 
"
